tempo,       mem, livreMem, swap, livreSwap, cpu, disponivel
1,   3503 ,  247 ,  10   , 2086, 1.36   , 2679
2,   3504 ,  236 ,  10   , 2086, 1.36   , 2671
3,   3504 ,  236 ,  10   , 2086, 1.36   , 2671
4,   3504 ,  244 ,  10   , 2086, 1.36   , 2678
5,   3504 ,  247 ,  10   , 2086, 1.36   , 2681
6,   3505 ,  246 ,  10   , 2086, 1.36   , 2681
7,   3509 ,  243 ,  10   , 2086, 1.36   , 2678
8,   3506 ,  251 ,  10   , 2086, 1.36   , 2686
9,   3506 ,  251 ,  10   , 2086, 1.36   , 2686
10,   3507 ,  250 ,  10   , 2086, 1.35   , 2685
11,   3508 ,  245 ,  10   , 2086, 1.35   , 2678
12,   3509 ,  243 ,  10   , 2086, 1.35   , 2677
13,   3514 ,  212 ,  10   , 2086, 1.36   , 2646
14,   3545 ,  163 ,  10   , 2086, 1.36   , 2597
15,   3547 ,  167 ,  10   , 2086, 1.36   , 2601
16,   3547 ,  159 ,  10   , 2086, 1.35   , 2593
17,   3545 ,  164 ,  10   , 2086, 1.35   , 2599
18,   3537 ,  174 ,  10   , 2086, 1.35   , 2607
19,   3529 ,  172 ,  10   , 2086, 1.35   , 2606
20,   3532 ,  173 ,  10   , 2086, 1.35   , 2608
21,   3542 ,  161 ,  10   , 2086, 1.35   , 2596
22,   3544 ,  165 ,  10   , 2086, 1.35   , 2601
23,   3549 ,  136 ,  10   , 2086, 1.35   , 2569
24,   3649 ,  154 ,  15   , 2082, 1.35   , 2487
25,   3638 ,  193 ,  15   , 2082, 1.35   , 2520
26,   3625 ,  206 ,  15   , 2082, 1.35   , 2533
27,   3647 ,  157 ,  15   , 2082, 1.35   , 2492
29,   3663 ,  151 ,  15   , 2082, 1.35   , 2481
30,   3682 ,  124 ,  15   , 2082, 1.35   , 2454
31,   3695 ,  138 ,  15   , 2082, 1.35   , 2454
32,   3699 ,  152 ,  15   , 2082, 1.36   , 2428
33,   3716 ,  151 ,  15   , 2082, 1.36   , 2396
34,   3699 ,  193 ,  15   , 2082, 1.36   , 2438
35,   3700 ,  194 ,  15   , 2082, 1.36   , 2439
36,   3662 ,  235 ,  15   , 2082, 1.36   , 2479
37,   3668 ,  236 ,  15   , 2082, 1.35   , 2480
38,   3679 ,  229 ,  15   , 2082, 1.35   , 2474
39,   3678 ,  230 ,  15   , 2082, 1.35   , 2475
40,   3679 ,  224 ,  15   , 2082, 1.35   , 2470
41,   3676 ,  228 ,  15   , 2082, 1.35   , 2474
42,   3644 ,  261 ,  15   , 2082, 1.35   , 2508
43,   3640 ,  262 ,  15   , 2082, 1.35   , 2508
44,   3640 ,  264 ,  15   , 2082, 1.35   , 2509
45,   3636 ,  267 ,  15   , 2082, 1.35   , 2514
46,   3637 ,  269 ,  15   , 2082, 1.35   , 2515
47,   3638 ,  268 ,  15   , 2082, 1.35   , 2515
48,   3639 ,  267 ,  15   , 2082, 1.35   , 2514
49,   3640 ,  267 ,  15   , 2082, 1.35   , 2513
50,   3642 ,  269 ,  15   , 2082, 1.35   , 2515
51,   3641 ,  270 ,  15   , 2082, 1.35   , 2515
52,   3635 ,  277 ,  15   , 2082, 1.35   , 2523
54,   3667 ,  219 ,  15   , 2082, 1.35   , 2466
55,   3667 ,  217 ,  15   , 2082, 1.35   , 2463
56,   3666 ,  217 ,  15   , 2082, 1.35   , 2462
57,   3641 ,  245 ,  15   , 2082, 1.35   , 2490
58,   3630 ,  260 ,  15   , 2082, 1.35   , 2506
59,   3635 ,  256 ,  15   , 2082, 1.35   , 2502
60,   3634 ,  256 ,  15   , 2082, 1.34   , 2501
61,   3634 ,  256 ,  15   , 2082, 1.34   , 2502
62,   3611 ,  278 ,  15   , 2082, 1.34   , 2525
63,   3638 ,  240 ,  15   , 2082, 1.34   , 2486
64,   3641 ,  248 ,  15   , 2082, 1.35   , 2495
65,   3682 ,  209 ,  15   , 2082, 1.35   , 2458
66,   3699 ,  186 ,  15   , 2082, 1.35   , 2437
67,   3741 ,  159 ,  15   , 2081, 1.35   , 2402
68,   3751 ,  134 ,  15   , 2081, 1.35   , 2386
69,   3770 ,  126 ,  16   , 2081, 1.35   , 2332
70,   3773 ,  137 ,  16   , 2081, 1.35   , 2323
71,   3774 ,  140 ,  16   , 2081, 1.35   , 2326
72,   3762 ,  166 ,  16   , 2081, 1.35   , 2317
73,   3704 ,  241 ,  16   , 2081, 1.35   , 2392
74,   3706 ,  247 ,  16   , 2081, 1.35   , 2397
75,   3701 ,  256 ,  16   , 2081, 1.35   , 2406
76,   3703 ,  273 ,  16   , 2081, 1.35   , 2424
77,   3699 ,  278 ,  16   , 2081, 1.35   , 2429
78,   3700 ,  281 ,  16   , 2081, 1.35   , 2432
79,   3699 ,  282 ,  16   , 2081, 1.35   , 2433
80,   3709 ,  270 ,  16   , 2081, 1.35   , 2422
81,   3710 ,  271 ,  16   , 2081, 1.35   , 2421
82,   3716 ,  249 ,  16   , 2081, 1.35   , 2402
83,   3713 ,  255 ,  16   , 2081, 1.35   , 2409
84,   3715 ,  254 ,  16   , 2081, 1.35   , 2408
86,   3716 ,  262 ,  16   , 2081, 1.34   , 2412
87,   3715 ,  259 ,  16   , 2081, 1.34   , 2413
88,   3716 ,  223 ,  16   , 2081, 1.34   , 2376
89,   3703 ,  239 ,  16   , 2081, 1.34   , 2393
90,   3702 ,  272 ,  16   , 2081, 1.34   , 2426
91,   3704 ,  271 ,  16   , 2081, 1.34   , 2426
92,   3703 ,  271 ,  16   , 2081, 1.34   , 2427
93,   3706 ,  253 ,  16   , 2081, 1.34   , 2411
94,   3721 ,  235 ,  16   , 2081, 1.34   , 2394
95,   3712 ,  246 ,  16   , 2081, 1.35   , 2405
96,   3726 ,  216 ,  16   , 2081, 1.35   , 2374
97,   3705 ,  235 ,  16   , 2081, 1.35   , 2395
98,   3532 ,  443 ,  16   , 2081, 1.35   , 2602
99,   3537 ,  441 ,  16   , 2081, 1.35   , 2600
100,   3525 ,  479 ,  16   , 2081, 1.35   , 2638
101,   3526 ,  483 ,  16   , 2081, 1.35   , 2642
102,   3524 ,  483 ,  16   , 2081, 1.35   , 2643
103,   3521 ,  488 ,  16   , 2081, 1.35   , 2649
104,   3520 ,  490 ,  16   , 2081, 1.34   , 2652
105,   3521 ,  481 ,  16   , 2081, 1.34   , 2643
106,   3520 ,  479 ,  16   , 2081, 1.34   , 2641
107,   3521 ,  486 ,  16   , 2081, 1.34   , 2648
108,   3520 ,  494 ,  16   , 2081, 1.34   , 2657
110,   3521 ,  489 ,  16   , 2081, 1.34   , 2654
111,   3519 ,  492 ,  16   , 2081, 1.34   , 2656
112,   3512 ,  504 ,  16   , 2081, 1.34   , 2668
113,   3514 ,  505 ,  16   , 2081, 1.34   , 2670
114,   3515 ,  503 ,  16   , 2081, 1.34   , 2669
115,   3515 ,  503 ,  16   , 2081, 1.34   , 2669
116,   3515 ,  504 ,  16   , 2081, 1.34   , 2671
117,   3516 ,  502 ,  16   , 2081, 1.34   , 2670
118,   3515 ,  502 ,  16   , 2081, 1.34   , 2669
119,   3515 ,  496 ,  16   , 2081, 1.34   , 2664
120,   3516 ,  495 ,  16   , 2081, 1.34   , 2664
121,   3516 ,  500 ,  16   , 2081, 1.34   , 2669
122,   3516 ,  494 ,  16   , 2081, 1.34   , 2663
123,   3504 ,  508 ,  16   , 2081, 1.33   , 2679
124,   3504 ,  509 ,  16   , 2081, 1.33   , 2679
125,   3504 ,  512 ,  16   , 2081, 1.33   , 2683
126,   3505 ,  510 ,  16   , 2081, 1.33   , 2682
127,   3505 ,  510 ,  16   , 2081, 1.33   , 2682
128,   3504 ,  509 ,  16   , 2081, 1.33   , 2681
129,   3508 ,  506 ,  16   , 2081, 1.33   , 2679
130,   3508 ,  506 ,  16   , 2081, 1.33   , 2679
131,   3509 ,  504 ,  16   , 2081, 1.33   , 2678
132,   3507 ,  506 ,  16   , 2081, 1.33   , 2679
134,   3507 ,  505 ,  16   , 2081, 1.33   , 2679
135,   3507 ,  500 ,  16   , 2081, 1.33   , 2675
136,   3509 ,  497 ,  16   , 2081, 1.33   , 2672
137,   3510 ,  497 ,  16   , 2081, 1.33   , 2673
138,   3512 ,  499 ,  16   , 2081, 1.33   , 2676
139,   3512 ,  498 ,  16   , 2081, 1.33   , 2676
140,   3509 ,  503 ,  16   , 2081, 1.33   , 2677
141,   3510 ,  499 ,  16   , 2081, 1.33   , 2677
142,   3510 ,  502 ,  16   , 2081, 1.33   , 2680
143,   3511 ,  495 ,  16   , 2081, 1.33   , 2674
144,   3509 ,  493 ,  16   , 2081, 1.33   , 2671
145,   3508 ,  494 ,  16   , 2081, 1.33   , 2673
146,   3509 ,  498 ,  16   , 2081, 1.33   , 2677
147,   3510 ,  497 ,  16   , 2081, 1.32   , 2678
148,   3510 ,  493 ,  16   , 2081, 1.32   , 2674
149,   3509 ,  494 ,  16   , 2081, 1.32   , 2675
150,   3511 ,  490 ,  16   , 2081, 1.32   , 2671
151,   3511 ,  494 ,  16   , 2081, 1.32   , 2677
152,   3512 ,  492 ,  16   , 2081, 1.32   , 2675
153,   3512 ,  492 ,  16   , 2081, 1.32   , 2675
154,   3512 ,  490 ,  16   , 2081, 1.32   , 2674
155,   3517 ,  480 ,  16   , 2081, 1.32   , 2664
156,   3518 ,  481 ,  16   , 2081, 1.32   , 2665
157,   3516 ,  484 ,  16   , 2081, 1.32   , 2669
158,   3499 ,  505 ,  16   , 2081, 1.32   , 2690
159,   3500 ,  504 ,  16   , 2081, 1.32   , 2690
161,   3501 ,  502 ,  16   , 2081, 1.32   , 2688
162,   3502 ,  472 ,  16   , 2081, 1.32   , 2660
163,   3504 ,  473 ,  16   , 2081, 1.32   , 2659
164,   3503 ,  482 ,  16   , 2081, 1.32   , 2670
165,   3510 ,  477 ,  16   , 2081, 1.32   , 2665
166,   3510 ,  472 ,  16   , 2081, 1.32   , 2660
167,   3511 ,  471 ,  16   , 2081, 1.32   , 2658
168,   3513 ,  461 ,  16   , 2081, 1.32   , 2654
169,   3512 ,  467 ,  16   , 2081, 1.32   , 2657
170,   3513 ,  477 ,  16   , 2081, 1.32   , 2667
171,   3510 ,  480 ,  16   , 2081, 1.32   , 2669
172,   3511 ,  479 ,  16   , 2081, 1.31   , 2670
173,   3509 ,  482 ,  16   , 2081, 1.31   , 2674
174,   3511 ,  479 ,  16   , 2081, 1.31   , 2672
175,   3512 ,  478 ,  16   , 2081, 1.31   , 2670
176,   3511 ,  479 ,  16   , 2081, 1.31   , 2671
177,   3512 ,  477 ,  16   , 2081, 1.31   , 2671
178,   3514 ,  476 ,  16   , 2081, 1.31   , 2670
179,   3506 ,  483 ,  16   , 2081, 1.31   , 2678
180,   3506 ,  484 ,  16   , 2081, 1.31   , 2679
181,   3507 ,  482 ,  16   , 2081, 1.31   , 2678
182,   3507 ,  481 ,  16   , 2081, 1.31   , 2677
183,   3508 ,  480 ,  16   , 2081, 1.30   , 2678
184,   3481 ,  507 ,  16   , 2081, 1.30   , 2704
185,   3483 ,  505 ,  16   , 2081, 1.30   , 2702
186,   3483 ,  504 ,  16   , 2081, 1.30   , 2703
188,   3484 ,  503 ,  16   , 2081, 1.30   , 2702
189,   3483 ,  507 ,  16   , 2081, 1.30   , 2706
190,   3482 ,  508 ,  16   , 2081, 1.30   , 2707
